,molregno_F,assay_F,value_F,molregno_H,assay_H,value_H
26303,30613,43840,1.1,30387.0,43840,0.98
26307,30613,158596,2.7,30387.0,158596,11.0
26311,30767,68022,2089.0,31059.0,68022,10000.0
26314,30767,68019,2089.0,31059.0,68019,100000.0
26315,30768,68022,537.0,31059.0,68022,10000.0
26318,30768,68019,100000.0,31059.0,68019,100000.0
26319,30818,205571,1.6,29462.0,205571,67.0
26344,30818,141777,1.6,29462.0,141777,67.0
26363,30818,143027,1.6,29462.0,143027,67.0
26370,30818,143058,5.0,29462.0,143058,5.0
26377,30818,143198,5.0,29462.0,143198,5.0
26390,30818,205893,8.49,29462.0,205893,7.28
26501,31182,209610,5.7,31146.0,209610,0.0098
26535,31360,163994,3.2,31327.0,163994,8.0
26538,31519,36931,10.0,32620.0,36931,10.0
26539,32416,36928,26.0,32620.0,36928,6.0
26542,32416,36931,26.0,32620.0,36931,10.0
26546,31685,221655,334.0,31813.0,221655,9.0
26547,31696,71152,4.0,31838.0,71152,2.0
26550,31696,430747,4.0,31838.0,430747,2.0
26551,31836,32533,528.0,31689.0,32533,382.0
26556,32464,72876,0.7,32788.0,72876,1.4
26563,32700,72985,1.1,32788.0,72985,1.4
26565,32714,72985,9.0,32788.0,72985,1.4
26567,32754,72985,3.0,32788.0,72985,1.4
26569,33241,72985,11.0,32788.0,72985,1.4
26570,32468,32533,1729.0,31690.0,32533,154.0
26571,32987,72985,0.19,33070.0,72985,0.5
26574,33317,4182,1.7,33727.0,4182,15.0
26724,33810,4182,9.6,33727.0,4182,15.0
26874,33342,4182,2.0,33343.0,4182,3.2
26875,33834,159368,100.0,33782.0,159368,114.0
26876,34164,34828,0.79,34688.0,34828,0.14
26884,34164,36475,0.79,34688.0,36475,0.14
26888,35052,177781,5.57,40589.0,177781,7.03
26891,35052,177782,69.0,40589.0,177782,1480.0
26894,35125,147560,1.3,35013.0,147560,51.1
26939,35125,574503,8.9,35013.0,574503,7.3
26985,35125,1287043,1.3,35013.0,1287043,94.4
27005,35200,147560,18.5,35013.0,147560,51.1
27040,35134,147560,5.8,35472.0,147560,21.1
27048,35134,1287043,5.8,35472.0,1287043,65.3
27049,35606,103770,0.229,35183.0,103770,0.69
27056,35606,147986,10.52,35183.0,147986,9.63
27067,35807,177781,3.5,245902.0,177781,5.4
27070,35807,177782,101.0,245902.0,177782,1090.0
27076,36078,148124,0.014,36103.0,148124,0.035
27092,36078,205821,2.38,36103.0,205821,8.34
27106,36643,443460,160.0,35652.0,443460,690.0
27107,36793,207954,36.0,36664.0,207954,1.4
27108,36940,65464,6.7,125591.0,65464,0.5
27111,36940,63526,57.0,125591.0,63526,88.0
27114,126519,65464,0.77,125591.0,65464,0.5
27116,37797,4294,5.5,37770.0,4294,3.8
27126,37837,139543,294.0,37799.0,139543,520.0
27130,37837,100645,120.0,37799.0,100645,107.0
27134,37837,219170,177.0,37799.0,219170,173.0
27135,37942,577736,13.0,37904.0,577736,1000.0
27136,38134,147912,11.1,40069.0,147912,12.7
27143,38134,96109,60.3,40069.0,96109,106.0
27150,38134,122731,53.6,40069.0,122731,42.7
27157,38134,43727,20.0,40069.0,43727,28.9
27160,38178,147912,10.9,40069.0,147912,12.7
27167,38178,96109,134.0,40069.0,96109,106.0
27174,38178,122731,28.3,40069.0,122731,42.7
27181,38178,43727,11.2,40069.0,43727,28.9
27208,38155,147912,50.0,39009.0,147912,50.0
27213,38155,96109,291.0,39009.0,96109,261.0
27218,38155,122731,250.0,39009.0,122731,215.0
27223,38155,43727,198.0,39009.0,43727,110.0
27224,38157,147912,50.0,39009.0,147912,50.0
27229,38157,96109,382.0,39009.0,96109,261.0
27234,38157,122731,482.0,39009.0,122731,215.0
27239,38157,43727,224.0,39009.0,43727,110.0
27240,38461,100509,0.03,114563.0,100509,0.8
27243,38461,100537,7.52,114563.0,100537,6.1
27313,38717,147912,15.9,38719.0,147912,30.2
27321,38717,96109,49.3,38719.0,96109,121.0
27329,38717,122731,41.2,38719.0,122731,32.4
27337,38717,43727,33.4,38719.0,43727,7.42
27341,38718,147912,31.1,38719.0,147912,30.2
27349,38718,96109,61.2,38719.0,96109,121.0
27357,38718,122731,11.9,38719.0,122731,32.4
27365,38718,43727,8.01,38719.0,43727,7.42
27394,38796,147912,50.0,39309.0,147912,50.0
27403,38796,96109,89.0,39309.0,96109,112.0
27412,38796,122731,60.0,39309.0,122731,42.3
27421,38796,43727,42.2,39309.0,43727,41.3
27432,38796,1683641,10.0,39309.0,1683641,10.0
27434,38966,147912,40.0,39309.0,147912,50.0
27443,38966,96109,181.0,39309.0,96109,112.0
27452,38966,122731,46.1,39309.0,122731,42.3
27461,38966,43727,39.2,39309.0,43727,41.3
27472,38966,1683641,10.0,39309.0,1683641,10.0
27512,173339,1683641,10.0,39309.0,1683641,10.0
27514,38834,36628,1.7,38798.0,36628,1.7
27516,38954,197466,0.3,38993.0,197466,0.3
27519,38954,197469,16.6,38993.0,197469,1.2
27646,39560,89288,0.011,40061.0,89288,0.006
27647,39634,774025,100.0,38921.0,774025,100.0
27650,39634,774024,0.641,38921.0,774024,0.46225
27661,39711,72767,0.33,39273.0,72767,0.4
27664,39711,72766,10.0,39273.0,72766,8.34
27665,39863,72767,0.29,39273.0,72767,0.4
27668,39863,72766,8.02,39273.0,72766,8.34
27669,40005,91725,20.0,39971.0,91725,36.0
27670,40580,157966,0.04,40536.0,157966,0.08
27671,40581,157966,0.07,40611.0,157966,0.3
27672,40588,177781,41.6,39925.0,177781,329.0
27675,40588,177782,452.0,39925.0,177782,2990.0
27678,40659,212741,14.0,40772.0,212741,9.0
27693,40672,212741,67.0,40772.0,212741,9.0
27705,40672,105983,12000.0,40772.0,105983,8000.0
27708,40712,212741,21.0,40772.0,212741,9.0
27720,40712,105983,16000.0,40772.0,105983,8000.0
27721,40700,157966,0.1,39937.0,157966,0.6
27722,40701,157966,17.0,39885.0,157966,11.0
27724,40736,157966,0.2,40868.0,157966,0.2
27727,41101,157966,0.9,40868.0,157966,0.2
27730,41103,157966,0.2,40868.0,157966,0.2
27733,40894,157966,0.1,41558.0,157966,0.3
27735,41328,157966,0.008,41013.0,157966,0.1
27736,41524,90944,0.37,42248.0,90944,0.24
27749,42357,64445,1.8,41835.0,64445,3.6
27753,42357,64444,4.7,41835.0,64444,5.3
27757,42357,65260,8.2,41835.0,65260,6.4
27761,42358,64445,0.69,42238.0,64445,0.7
27828,42358,64444,2.7,42238.0,64444,2.7
27895,42358,65260,7.3,42238.0,65260,5.7
27962,42358,64443,0.69,42238.0,64443,0.7
28029,42358,64442,2.7,42238.0,64442,4.3
28096,42358,65258,7.3,42238.0,65258,5.7
28158,43496,155314,4.0,44070.0,155314,4.0
28161,43496,155313,11.0,44070.0,155313,13.0
28162,43814,156887,1.0,43553.0,156887,0.9
28167,43814,156471,64.0,43553.0,156471,97.0
28172,43814,157211,0.6,43553.0,157211,0.23
28177,43814,156901,1.0,43553.0,156901,0.9
28178,44336,201611,1.1,45269.0,201611,0.14
28184,44452,201611,0.85,45269.0,201611,0.14
28188,44452,499518,850.0,45269.0,499518,410.0
28193,44760,31933,0.11,45536.0,31933,0.63
28194,44795,31933,0.57,45832.0,31933,3.2
28195,45478,31933,0.18,45832.0,31933,3.2
28196,45514,31933,0.13,45832.0,31933,3.2
28197,45514,31933,0.058,45832.0,31933,3.2
28201,44853,154397,100.0,44176.0,154397,100.0
28205,45049,86645,28.0,45200.0,86645,9.8
28206,45570,209265,1.2,45200.0,209265,6.4
28210,45260,67364,105.0,45132.0,67364,31.0
28215,45260,67681,5390.0,45132.0,67681,2049.0
28216,45413,31933,0.28,45412.0,31933,0.85
28217,45413,31933,0.28,45412.0,31933,0.85
28221,45442,78629,1.6,45475.0,78629,1.5
28224,45442,986742,1.6,45475.0,986742,1.5
28225,45996,31933,0.075,45249.0,31933,0.64
28226,45996,31933,0.075,45249.0,31933,0.46
28230,45996,31933,0.042,45249.0,31933,0.64
28231,45996,31933,0.042,45249.0,31933,0.46
28237,45996,31327,0.69,45249.0,31327,3.57
28243,45996,201012,,45249.0,201012,
28249,45996,72614,,45249.0,72614,
28250,46784,61994,9.03,46008.0,61994,2.85
28251,46784,61994,9.03,46008.0,61994,2.94
28254,46964,36177,26.4,46229.0,36177,24.9
28279,2088355,1578979,0.126,45970.0,1578979,0.134
28303,2088355,1578978,0.126,45970.0,1578978,0.067
28327,2088355,1578977,0.126,45970.0,1578977,0.134
28351,2088355,1578976,0.632,45970.0,1578976,0.335
28375,2088355,1578980,0.126,45970.0,1578980,0.067
28399,2088355,1578981,0.126,45970.0,1578981,0.134
28417,2088356,1578979,0.506,45970.0,1578979,0.134
28441,2088356,1578978,0.126,45970.0,1578978,0.067
28465,2088356,1578977,0.253,45970.0,1578977,0.134
28489,2088356,1578976,0.632,45970.0,1578976,0.335
28513,2088356,1578980,0.506,45970.0,1578980,0.067
28537,2088356,1578981,0.253,45970.0,1578981,0.134
28555,2088357,1578979,0.06,45970.0,1578979,0.134
28579,2088357,1578978,0.03,45970.0,1578978,0.067
28603,2088357,1578977,0.12,45970.0,1578977,0.134
28628,2088357,1578980,0.06,45970.0,1578980,0.067
28652,2088357,1578981,0.06,45970.0,1578981,0.134
28676,2205072,1645173,14.6,45970.0,1645173,15.5
28700,2205072,1645174,5.5,45970.0,1645174,5.8
28724,2205072,1645175,10.7,45970.0,1645175,12.9
28748,2205072,1645176,6.2,45970.0,1645176,6.9
28772,2205072,1645177,5.5,45970.0,1645177,5.1
28796,2205072,1645178,5.5,45970.0,1645178,11.4
28820,2205072,1645179,7.6,45970.0,1645179,7.2
28844,2205072,1645180,20.0,45970.0,1645180,20.0
28868,2205072,1645181,6.4,45970.0,1645181,6.9
28892,2205072,1645182,7.7,45970.0,1645182,9.4
28899,47048,30301,160.0,47284.0,30301,103.0
28922,47621,1301430,67.622,10042.0,1301430,67.649
28929,47621,1301909,67.622,10042.0,1301909,67.649
28931,48053,155040,47.0,47645.0,155040,17.5
28932,48223,155040,8.0,47645.0,155040,17.5
28933,48226,155040,158.0,47645.0,155040,17.5
28934,48260,155040,7.5,48414.0,155040,7.0
28937,48260,90069,0.14,48414.0,90069,4.7
28938,48377,155035,13.0,48354.0,155035,2.8
28941,48377,90061,25.0,48354.0,90061,12.0
28942,48393,155035,110.0,48354.0,155035,2.8
28945,48393,90061,98.0,48354.0,90061,12.0
28946,49271,155035,13.0,48354.0,155035,2.8
28949,49271,90061,8.7,48354.0,90061,12.0
28950,48570,31461,1e-05,48679.0,31461,1e-05
28958,48687,147898,0.24,48499.0,147898,0.34
28960,48844,100169,0.14,49574.0,100169,0.19
28961,49062,69848,2.0,48848.0,69848,2.0
28965,49062,51070,0.006,48848.0,51070,0.003
28969,49062,71799,1000.0,48848.0,71799,1000.0
28970,49833,69848,2.0,48848.0,69848,2.0
28974,49833,51070,0.02,48848.0,51070,0.003
28979,49123,95523,58.6,49048.0,95523,36.8
28980,49572,100169,64.0,49573.0,100169,64.0
28981,49792,34773,170.0,50229.0,34773,36.0
28985,103709,34776,31.0,50229.0,34776,36.0
28987,49880,100169,0.8,49365.0,100169,1.0
28988,49963,44203,10000.0,226650.0,44203,10000.0
28994,49963,44194,795.0,226650.0,44194,650.0
29000,49963,44197,458.0,226650.0,44197,737.0
29006,49963,44199,10000.0,226650.0,44199,3000.0
29012,49963,44196,10000.0,226650.0,44196,10000.0
29043,226190,44203,10000.0,226650.0,44203,10000.0
29067,226190,44196,10000.0,226650.0,44196,10000.0
29068,226191,44203,3.2,226650.0,44203,10000.0
29073,226425,44203,10000.0,226650.0,44203,10000.0
29078,226426,44203,10000.0,226650.0,44203,10000.0
29083,226659,44203,531.0,226650.0,44203,10000.0
29088,226679,44203,220.0,226650.0,44203,10000.0
29093,227113,44203,10000.0,226650.0,44203,10000.0
29098,227145,44203,10000.0,226650.0,44203,10000.0
29122,227145,44196,10000.0,226650.0,44196,10000.0
29123,50194,32660,7.1,50588.0,32660,10.6
29129,50194,215972,14.1,50588.0,215972,7.0
29135,50194,32649,426.0,50588.0,32649,109.0
29141,50194,32653,9.6,50588.0,32653,13.1
29147,50194,32662,45.0,50588.0,32662,39.0
29156,50961,53363,0.003,51877.0,53363,0.01
29160,50965,53363,0.0002,51877.0,53363,0.01
29164,51733,53363,0.0002,51877.0,53363,0.01
29168,51734,53363,0.047,51877.0,53363,0.01
29175,1249564,776094,3.0,51877.0,776094,10.0
29177,51243,106303,933.0,51580.0,106303,152.0
29186,51243,106642,1.0,51580.0,106642,26.0
29191,51243,212598,190.0,51580.0,212598,627.0
29196,51243,458930,6.03,51580.0,458930,6.82
29197,51784,124012,0.044,52353.0,124012,0.03
29200,51784,43816,0.87,52353.0,43816,2.07
29201,52081,53363,18.0,51844.0,53363,42.0
29203,52083,53363,40.0,51844.0,53363,42.0
29205,52119,53363,14.0,51844.0,53363,42.0
29918,52117,1670163,218.0,5797.0,1670163,407.0
29924,52223,201718,37.0,52224.0,201718,25.0
29927,52223,201717,107.0,52224.0,201717,114.0
29928,52515,195081,4.4,53271.0,195081,1.2
29929,52610,35461,117.0,53310.0,35461,100.0
29930,52623,35461,121.0,53310.0,35461,100.0
29931,53412,35461,176.0,53310.0,35461,100.0
29932,53196,129730,0.34,53055.0,129730,0.22
29937,53196,215264,0.35,53055.0,215264,0.64
29942,53196,129731,4.0,53055.0,129731,5.0
29947,53196,129732,1.4,53055.0,129732,2.0
29948,53360,48267,0.11,53467.0,48267,0.16
29949,53389,3039,-7.34,53158.0,3039,-8.86
29951,53404,129730,0.23,53195.0,129730,0.24
29956,53404,215264,0.44,53195.0,215264,0.47
29961,53404,129731,1.8,53195.0,129731,1.6
29966,53404,129732,2.6,53195.0,129732,2.2
29967,53437,213397,4.3,53763.0,213397,2.2
29972,53437,217615,45.7,53763.0,217615,56.4
29973,53439,32099,26.0,53218.0,32099,29.0
29974,53864,32099,22.0,53218.0,32099,29.0
29975,53441,129730,0.73,53912.0,129730,0.64
29980,53441,215264,0.63,53912.0,215264,0.8
29985,53441,129731,5.6,53912.0,129731,4.2
29990,53441,129732,2.6,53912.0,129732,4.0
29991,53582,224214,25.0,2689.0,224214,23.0
30072,53582,97621,15.0,2689.0,97621,20.0
30152,53582,87662,22.0,2689.0,87662,21.0
30255,53582,603488,4.9,2689.0,603488,3.8
30309,239962,97621,15.0,2689.0,97621,20.0
30389,239962,87662,23.0,2689.0,87662,21.0
30491,239962,594674,20.0,2689.0,594674,20.0
30572,239962,700490,20.0,2689.0,700490,20.0
30649,581413,594674,20.0,2689.0,594674,20.0
30730,581413,700490,20.0,2689.0,700490,20.0
31255,53669,129897,29.0,53630.0,129897,27.0
31258,53669,129898,4.0,53630.0,129898,3.7
31259,53713,32099,43.0,52808.0,32099,130.0
31263,53793,155135,7.0,53423.0,155135,190.0
31265,53804,48267,0.73,53157.0,48267,0.67
31266,54000,159757,0.026,54173.0,159757,0.012
31269,54000,158745,25.0,54173.0,158745,1.8
31272,54095,159757,0.085,54520.0,159757,0.07
31277,54095,158745,100.0,54520.0,158745,47.5
31278,54668,69679,18.0,54624.0,69679,17.0
31279,54896,64360,51.0,56123.0,64360,510.0
31282,54896,144609,6700.0,56123.0,144609,948.0
31287,55309,64360,120.0,56123.0,64360,510.0
31290,55309,144609,8600.0,56123.0,144609,948.0
31291,56082,64360,400.0,56123.0,64360,510.0
31294,56082,144609,407.0,56123.0,144609,948.0
31295,55141,35261,20.0,55632.0,35261,4.0
31304,55170,157958,76.0,55297.0,157958,82.0
31317,55170,210261,10000.0,55297.0,210261,10000.0
31330,55170,157805,3100.0,55297.0,157805,1100.0
31343,55170,157813,10000.0,55297.0,157813,10000.0
31352,55298,157958,42.0,55297.0,157958,82.0
31365,55298,210261,10000.0,55297.0,210261,10000.0
31378,55298,157805,10000.0,55297.0,157805,1100.0
31391,55298,157813,3700.0,55297.0,157813,10000.0
31400,55503,157958,210.0,55297.0,157958,82.0
31413,55503,210261,10000.0,55297.0,210261,10000.0
31426,55503,157805,3450.0,55297.0,157805,1100.0
31439,55503,157813,10000.0,55297.0,157813,10000.0
31440,55191,85691,0.13,54614.0,85691,0.094
31450,55191,81935,0.078,54614.0,81935,0.033
31460,55191,82080,0.091,54614.0,82080,0.065
31470,55191,81932,0.098,54614.0,81932,0.039
31480,55191,154599,0.067,54614.0,154599,0.037
31490,55191,51647,0.1,54614.0,51647,0.037
31500,55191,51648,0.062,54614.0,51648,0.089
31510,55191,51649,0.095,54614.0,51649,0.1
31520,55191,196674,0.04,54614.0,196674,0.02
31521,210980,85691,0.06,54614.0,85691,0.094
31531,210980,81935,0.027,54614.0,81935,0.033
31541,210980,82080,0.069,54614.0,82080,0.065
31551,210980,81932,0.057,54614.0,81932,0.039
31561,210980,154599,0.037,54614.0,154599,0.037
31571,210980,51647,0.085,54614.0,51647,0.037
31581,210980,51648,0.046,54614.0,51648,0.089
31591,210980,51649,0.032,54614.0,51649,0.1
31593,211450,85691,0.19,54614.0,85691,0.094
31603,211450,81935,0.12,54614.0,81935,0.033
31613,211450,82080,0.23,54614.0,82080,0.065
31623,211450,81932,0.55,54614.0,81932,0.039
31633,211450,154599,0.082,54614.0,154599,0.037
31643,211450,51647,0.247,54614.0,51647,0.037
31653,211450,51648,0.22,54614.0,51648,0.089
31663,211450,51649,0.1,54614.0,51649,0.1
31665,211983,85691,0.17,54614.0,85691,0.094
31675,211983,81935,0.12,54614.0,81935,0.033
31685,211983,82080,0.18,54614.0,82080,0.065
31695,211983,81932,0.26,54614.0,81932,0.039
31705,211983,154599,0.12,54614.0,154599,0.037
31715,211983,51647,0.19,54614.0,51647,0.037
31725,211983,51648,0.23,54614.0,51648,0.089
31735,211983,51649,0.14,54614.0,51649,0.1
31737,212010,85691,2.8,54614.0,85691,0.094
31753,55890,201751,95.0,55874.0,201751,100.0
31756,55890,201750,132.0,55874.0,201750,121.0
31757,56507,201751,129.0,55874.0,201751,100.0
31760,56507,201750,259.0,55874.0,201750,121.0
31761,55917,154955,440.0,55642.0,154955,310.0
31762,55955,37386,31000.0,55957.0,37386,3000.0
31765,55955,38318,3000.0,55957.0,38318,3500.0
31766,55956,37386,6500.0,55957.0,37386,3000.0
31769,55956,38318,21000.0,55957.0,38318,3500.0
31770,55999,69466,96.3,57208.0,69466,10.1
31777,56394,103101,30.82,57676.0,103101,11.67
31783,56394,103102,30.82,57676.0,103102,20.98
31789,56394,103103,,57676.0,103103,52.18
31795,56394,103104,30.82,57676.0,103104,52.18
31801,56394,103105,30.82,57676.0,103105,52.18
31802,56488,69466,291.0,57201.0,69466,4380.0
31803,56490,104727,29.0,56798.0,104727,99.0
31808,56759,103101,108.23,56765.0,103101,191.27
31814,56759,103102,18.44,56765.0,103102,191.27
31820,56759,103103,43.42,56765.0,103103,
31826,56759,103104,108.23,56765.0,103104,191.27
31832,56759,103105,33.8,56765.0,103105,191.27
31833,56965,144107,52.0,56697.0,144107,38.0
31834,57516,144107,10.0,56697.0,144107,38.0
31835,56995,72475,1.0,57257.0,72475,1.0
31836,57052,69466,30.1,57029.0,69466,8.3
31837,57053,69466,3.5,57029.0,69466,8.3
31846,57200,87656,15.0,56979.0,87656,180.0
31943,57200,1772112,0.0073,56979.0,1772112,0.0754
31948,57200,1772114,0.679,56979.0,1772114,8.51
31953,57200,1772113,1.69,56979.0,1772113,5.29
31986,57205,72475,1.0,56518.0,72475,2.0
31987,57209,69466,6.1,57164.0,69466,39.5
31988,57546,69466,5.1,57547.0,69466,65.6
31989,57578,69466,6.3,57547.0,69466,65.6
31991,57598,423284,0.005,365552.0,423284,0.01
31992,57768,69852,0.71,58648.0,69852,3.9
31995,57768,71806,4800.0,58648.0,71806,10.0
31996,57872,50706,0.041,185942.0,50706,0.205
32002,57978,197442,0.4,58968.0,197442,0.05
32005,58603,197440,2.3,58968.0,197440,0.05
32010,59255,197442,0.5,58968.0,197442,0.05
32012,58625,95197,940.0,59399.0,95197,540.0
32015,58625,76165,1600.0,59399.0,76165,630.0
32016,58867,95197,520.0,59598.0,95197,101.0
32019,58867,76165,610.0,59598.0,76165,190.0
32020,59065,69852,1.0,58741.0,69852,0.75
32023,59065,71806,8600.0,58741.0,71806,8620.0
32024,59600,95197,1400.0,59618.0,95197,284.0
32027,59600,76165,2800.0,59618.0,76165,290.0
32028,59949,95197,200.0,59618.0,95197,284.0
32031,59949,76165,420.0,59618.0,76165,290.0
32032,59746,71126,5.0,429469.0,71126,22.0
32038,59746,510893,5.0,429469.0,510893,22.0
32039,59746,510893,5.0,429469.0,510893,7.66
32042,59746,510893,8.3,429469.0,510893,22.0
32043,59746,510893,8.3,429469.0,510893,7.66
32044,59863,50035,8.64,114913.0,50035,8.08
32055,59863,49558,0.0023,114913.0,49558,0.0083
32063,59863,49425,3.4,114913.0,49425,40.0
32071,59863,75463,2.9,114913.0,75463,6.7
32072,59998,83876,100.0,59997.0,83876,14.7
32073,60804,83876,17.9,59997.0,83876,14.7
32074,60131,177781,9.8,244642.0,177781,37.0
32077,60131,177782,392.0,244642.0,177782,1920.0
32078,60300,37954,3.1,60301.0,37954,17.0
32079,60360,37954,2.8,60990.0,37954,17.0
32089,60462,71516,4.1,59834.0,71516,3.3
32098,60462,47963,1.2,59834.0,47963,1.0
32107,60462,50188,220.0,59834.0,50188,370.0
32119,60462,47960,0.0012,59834.0,47960,0.001
32128,60462,50185,0.22,59834.0,50185,0.37
32129,60536,51149,6.3,60510.0,51149,6.0
32137,60536,50649,200.0,60510.0,50649,200.0
32145,60536,5404,1.69,60510.0,5404,0.64
32153,60536,49478,1.94,60510.0,49478,1.93
32161,60536,79990,0.23,60510.0,79990,0.28
32169,60536,83568,1.51,60510.0,83568,1.3
32177,60536,83876,1.6,60510.0,83876,1.5
32178,61153,209797,0.22,60979.0,209797,0.23
32181,61153,91613,0.1,60979.0,91613,0.008
32195,61683,209797,0.93,62181.0,209797,0.58
32198,61683,91613,0.11,62181.0,91613,0.016
32199,61702,98639,0.8,62573.0,98639,16.8
32200,61703,98639,3.3,62573.0,98639,16.8
32201,61746,141990,100.0,62641.0,141990,34.0
32206,61746,140683,100.0,62641.0,140683,34.0
32211,61746,140684,2.0,62641.0,140684,1.53
32213,61847,38743,12.4,62647.0,38743,3.3
32217,61847,34146,26200.0,62647.0,34146,13000.0
32221,61847,38607,10000.0,62647.0,38607,10000.0
32226,61997,140683,40.0,62601.0,140683,1.5
32230,61997,140684,1.6,62601.0,140684,0.18
32244,62261,176323,100.0,62792.0,176323,46.0
32248,62388,141990,0.73,27688.0,141990,9.8
32259,62388,140683,0.73,27688.0,140683,9.8
32269,62388,140684,0.14,27688.0,140684,0.99
32280,62388,140403,0.73,27688.0,140403,9.8
32290,62428,157039,0.051,62052.0,157039,0.088
32294,62428,157221,0.077,62052.0,157221,0.074
32313,62428,929375,7.292,62052.0,929375,7.056
32314,62533,98639,6.7,62267.0,98639,11.0
32315,62533,98639,6.7,62267.0,98639,6.7
32316,62533,98639,15.4,62267.0,98639,11.0
32317,62533,98639,15.4,62267.0,98639,6.7
32318,62678,141990,0.91,62516.0,141990,0.053
32323,62678,140683,0.91,62516.0,140683,0.053
32328,62678,140684,0.04,62516.0,140684,1.28
32333,62678,140403,0.91,62516.0,140403,0.053
32334,62679,141990,3.3,62514.0,141990,1.4
32339,62679,140683,3.3,62514.0,140683,1.4
32344,62679,140684,0.52,62514.0,140684,0.15
32349,62679,140403,3.3,62514.0,140403,1.4
32350,62716,39493,1.0,63591.0,39493,11.0
32357,62866,963765,10.0,1564624.0,963765,10.0
32362,62866,963764,0.029,1564624.0,963764,0.36
32363,1564622,963765,10.0,1564624.0,963765,10.0
32370,1564622,963764,0.013,1564624.0,963764,0.36
32371,1564623,963765,10.0,1564624.0,963765,10.0
32374,1564623,963764,0.0022,1564624.0,963764,0.36
32375,62946,159748,0.06,63595.0,159748,0.06
32379,62946,158738,100.0,63595.0,158738,100.0
32383,62946,157693,7.22,63595.0,157693,7.22
32384,63799,159748,0.25,63595.0,159748,0.06
32388,63799,158738,100.0,63595.0,158738,100.0
32392,63799,157693,6.6,63595.0,157693,7.22
32399,63138,963765,10.0,1564617.0,963765,10.0
32404,63138,963764,0.034,1564617.0,963764,0.034
32405,1564615,963765,10.0,1564617.0,963765,10.0
32408,1564615,963764,0.0095,1564617.0,963764,0.034
32409,1564616,963765,10.0,1564617.0,963765,10.0
32416,1564616,963764,0.07,1564617.0,963764,0.034
32417,63213,141990,0.63,27951.0,141990,1.8
32418,63213,141990,0.63,27951.0,141990,1.8
